acronym,code,concentration
CGRA,14,0.0025
EMUL,85,0.035
HUIL,17,0.05
HUIL,95,0.015
CONS,63,0.01
ACTI,540,0.0024
CONS,68,0.001
PARF,351,0.0015
ADDI,98,0.00023
EAU,4,0.04
EXTR,276,0.15
EAU,4,0.5995
HUME,2,0.01
GELI,18,0.007
HUIL,40,0.05
HUIL,19,0.03
CGRA,6,0.015
HUIL,17,0.025
CGRA,4,0.008
HUIL,95,0.02
EMUL,85,0.032
CONS,63,0.01
ACTI,19,0.02
PARF,345,0.0005
EAU,4,0.02
ACTI,540,0.003
EAU,4,0.5885
EXTR,276,0.1
HUME,2,0.03
CONS,21,0.003
GELI,59,0.006
CGRA,58,0.011
EMUL,85,0.032
CGRA,6,0.013
CGRA,14,0.005
HUIL,95,0.01
CGRA,52,0.011
CGRA,17,0.015
HUIL,18,0.03
HUIL,133,0.015
HUIL,19,0.06
ACTI,712,0.02
ACTI,713,0.04
ACTI,536,0.0005
CONS,63,0.01
EAU,4,0.5505
EXTR,276,0.1
HUME,2,0.03
CONS,21,0.003
GELI,59,0.006
CGRA,58,0.03
EMUL,85,0.032
CGRA,6,0.013
CGRA,14,0.005
HUIL,95,0.01
CGRA,52,0.03
CGRA,17,0.015
HUIL,18,0.03
HUIL,133,0.015
HUIL,19,0.06
ACTI,712,0.02
ACTI,713,0.04
ACTI,536,0.0005
CONS,63,0.01
EAU,4,0.5485
EXTR,276,0.1
HUME,2,0.03
CONS,21,0.003
GELI,59,0.006
CGRA,58,0.03
EMUL,85,0.032
CGRA,6,0.013
CGRA,14,0.005
HUIL,95,0.01
CGRA,52,0.03
HUIL,18,0.03
HUIL,133,0.015
HUIL,19,0.06
ACTI,712,0.02
ACTI,713,0.04
ACTI,536,0.0005
PARF,351,0.002
CONS,63,0.01
CGRA,17,0.015
EAU,4,0.564
EXTR,276,0.1
HUME,2,0.03
CONS,21,0.003
GELI,59,0.006
CGRA,58,0.03
EMUL,85,0.032
CGRA,6,0.013
CGRA,14,0.005
HUIL,95,0.01
CGRA,52,0.03
CGRA,17,0.015
HUIL,18,0.03
HUIL,133,0.015
HUIL,19,0.06
ACTI,712,0.02
ACTI,713,0.025
ACTI,536,0.0005
CONS,63,0.01
PARF,351,0.0015
EMUL,98,0.025
EMUL,99,0.04
HUME,2,0.1
HUIL,18,0.644
CGRA,58,0.06
CGRA,17,0.06
HUIL,133,0.01
CONS,63,0.008
PARF,8,0.003
EMUL,98,0.025
EMUL,99,0.04
HUME,2,0.1
HUIL,18,0.6595
CGRA,4,0.065
CGRA,17,0.021
HUIL,133,0.03
CONS,63,0.008
PARF,8,0.0015
EMUL,98,0.025
EXTR,227,0.05
EMUL,99,0.04
HUME,2,0.1
HUIL,18,0.6345
CGRA,4,0.09
CGRA,17,0.021
HUIL,133,0.03
CONS,63,0.008
PARF,8,0.0015
EMUL,98,0.025
EXTR,227,0.05
EMUL,99,0.04
HUME,2,0.1
HUIL,18,0.6595
CGRA,4,0.065
CGRA,17,0.021
HUIL,133,0.03
CONS,63,0.008
PARF,8,0.0015
EMUL,120,0.035
EMUL,99,0.03
HUME,2,0.1
HUIL,18,0.7355
CGRA,17,0.01
HUIL,133,0.03
CONS,63,0.008
PARF,8,0.0015
EAU,4,0.608
EXTR,229,0.05
HUME,2,0.03
GELI,18,0.004
EMUL,76,0.04
CGRA,581,0.05
CGRA,14,0.01
CGRA,6,0.015
CGRA,4,0.02
CGRA,17,0.07
HUIL,19,0.05
HUIL,51,0.02
ADDI,130,0.01
CONS,63,0.01
PARF,564,0.003
ACTI,606,0.005
EXTR,383,0.005
EAU,4,0.608
EXTR,229,0.05
HUME,2,0.03
GELI,18,0.004
EMUL,76,0.04
CGRA,581,0.05
CGRA,14,0.01
CGRA,6,0.015
CGRA,4,0.02
CGRA,17,0.07
HUIL,19,0.05
HUIL,51,0.02
ADDI,130,0.01
CONS,63,0.01
PARF,564,0.003
ACTI,606,0.005
EXTR,383,0.005
HUIL,80,0.8665
ACTI,17,0.0005
HUIL,24,0.08
HUIL,98,0.025
PARF,762,0.002
PARF,763,0.001
PARF,761,0.02
HUIL,212,0.005
EAU,4,0.4695
ACTI,270,0.005
HUME,24,0.02
HUME,2,0.03
GELI,43,0.02
EAU,3,0.01
ADDI,98,0.0005
SOLV,10,0.4
HUIE,518,0.01
PARF,766,0.02
PARF,12,0.015
EAU,4,0.4665
ACTI,270,0.005
HUME,24,0.02
HUME,2,0.03
GELI,43,0.02
EAU,3,0.01
ADDI,98,0.0005
SOLV,10,0.4
PARF,12,0.04
HUIE,518,0.005
PARF,766,0.003
EAU,7,0.8508
HUME,2,0.01
GELI,19,0.001
MOUS,9,0.02
EMUL,117,0.02
CONS,63,0.008
EXTR,228,0.03
EXTR,262,0.05
EAU,3,0.01
ADDI,98,0.0002
EAU,7,0.8436
ACTI,270,0.005
HUME,2,0.01
GELI,19,0.001
MOUS,9,0.02
EMUL,117,0.02
CONS,63,0.01
EXTR,228,0.03
EXTR,262,0.05
EAU,3,0.01
ADDI,98,0.00036
EAU,7,0.8446
EXTR,228,0.03
EXTR,262,0.05
ACTI,270,0.004
HUME,2,0.01
GELI,19,0.001
MOUS,9,0.02
EMUL,117,0.02
CONS,63,0.01
EAU,3,0.01
ADDI,98,0.00036
HUIL,80,0.9445
ACTI,17,0.0005
PARF,763,0.005
EXTR,860,0.04
HUIL,212,0.01
EAU,4,0.212
ADDI,10,0.02
ACTI,270,0.003
ADDI,3,0.002
HUME,2,0.5
GELI,34,0.01
HUIL,18,0.08
CGRA,15,0.01
CGRA,48,0.01
EMUL,3,0.01
ADDI,27,0.09
CONS,37,0.003
HUME,5,0.02
CONS,56,0.003
HUME,16,0.01
CONS,23,0.001
PARF,769,0.005
PARF,761,0.007
HUIE,557,0.004
HUIL,31,0.02
EXTR,60,0.02
PARF,487,0.002
GELI,82,0.0015
ADDI,17,0.0013
HUIL,31,0.025
EXTR,112,0.02
EXTR,114,0.02
ADDI,17,0.0016
PARF,477,0.001
CONS,9,0.0005
EXTR,796,0.816
ACTI,441,0.003
MOUS,3,0.1
CONS,56,0.003
CONS,11,0.005
HUME,17,0.05
CONS,37,0.003
ACTI,1041,0.02
EXTR,796,0.867
ACTI,441,0.003
MOUS,3,0.05
CONS,56,0.003
CONS,11,0.005
HUME,17,0.05
CONS,37,0.002
ACTI,1041,0.02
ACTI,441,0.003
MOUS,3,0.05
MOUS,58,0.03
CONS,56,0.003
CONS,11,0.005
HUME,17,0.05
CONS,37,0.002
ACTI,1041,0.02
EXTR,796,0.837
ACTI,441,0.002
MOUS,3,0.05
MOUS,58,0.03
CONS,56,0.003
CONS,11,0.005
HUME,17,0.05
CONS,37,0.002
ACTI,1041,0.02
EXTR,796,0.838
ACTI,441,0.002
MOUS,3,0.05
MOUS,58,0.03
CONS,56,0.002
CONS,11,0.005
HUME,17,0.05
CONS,37,0.002
ACTI,1041,0.02
EXTR,796,0.839
ACTI,441,0.002
MOUS,3,0.05
MOUS,58,0.05
CONS,56,0.002
CONS,11,0.005
HUME,17,0.05
CONS,37,0.002
ACTI,1041,0.02
EXTR,796,0.819
ACTI,441,0.002
MOUS,3,0.065
MOUS,58,0.055
CONS,56,0.002
CONS,11,0.005
HUME,17,0.05
CONS,37,0.002
ACTI,1041,0.02
EXTR,796,0.799
MOUS,3,0.065
MOUS,58,0.055
CONS,56,0.002
CONS,11,0.005
CONS,37,0.002
ACTI,441,0.002
HUME,17,0.05
ACTI,1041,0.02
EXTR,796,0.799
MOUS,3,0.06
MOUS,58,0.055
CONS,56,0.002
CONS,11,0.005
CONS,37,0.002
ACTI,441,0.002
HUME,17,0.07
ACTI,1041,0.02
EXTR,796,0.784
EXTR,796,0.808
HUIL,18,0.05
EMUL,12,0.04
CGRA,581,0.02
GELI,15,0.02
ACTI,1041,0.02
ACTI,441,0.003
HUME,2,0.03
CONS,23,0.001
CONS,11,0.005
CONS,37,0.003
EXTR,796,0.7
EAU,4,0.093
HUIL,18,0.05
EMUL,12,0.04
CGRA,14,0.015
CGRA,581,0.02
GELI,15,0.02
ACTI,1041,0.02
ACTI,441,0.003
HUME,2,0.03
CONS,23,0.001
CONS,11,0.005
CONS,37,0.003
EAU,4,0.244
EXTR,796,0.4
GELI,59,0.005
MOUS,33,0.1
MOUS,40,0.085
MOUS,3,0.065
MOUS,24,0.04
ACTI,441,0.01
CONS,56,0.003
CONS,11,0.005
CONS,37,0.003
HUME,16,0.01
ADDI,14,0.01
ACTI,1041,0.02
EAU,4,0.244
EXTR,796,0.4
GELI,59,0.005
MOUS,33,0.1
MOUS,40,0.085
MOUS,3,0.065
MOUS,24,0.04
ACTI,441,0.01
CONS,56,0.003
CONS,11,0.005
CONS,37,0.003
HUME,16,0.01
ADDI,14,0.01
ACTI,1041,0.02
EAU,4,0.23099999999999998
EXTR,796,0.4
GELI,59,0.008
MOUS,33,0.1
MOUS,40,0.085
MOUS,3,0.065
MOUS,24,0.04
ACTI,441,0.01
CONS,56,0.003
CONS,11,0.005
CONS,37,0.003
HUME,16,0.01
ADDI,14,0.02
ACTI,1041,0.02
EAU,4,0.21599999999999986
EXTR,796,0.4
GELI,59,0.008
CGRA,14,0.015
MOUS,33,0.1
MOUS,40,0.085
MOUS,3,0.065
MOUS,24,0.04
ACTI,441,0.01
CONS,56,0.003
CONS,11,0.005
CONS,37,0.003
HUME,16,0.01
ADDI,14,0.02
ACTI,1041,0.02
EAU,4,0.1618
EXTR,353,0.4
GELI,59,0.002
MOUS,33,0.1
MOUS,40,0.085
MOUS,3,0.1485
MOUS,24,0.04
ACTI,441,0.01
CONS,56,0.003
CONS,11,0.005
CONS,37,0.003
HUME,16,0.01
ADDI,14,0.01
ACTI,869,0.02
ADDI,1,0.00174
EAU,4,0.1558
EXTR,353,0.4
GELI,59,0.008
MOUS,33,0.1
MOUS,40,0.085
MOUS,3,0.1485
MOUS,24,0.04
ACTI,441,0.01
CONS,56,0.003
CONS,11,0.005
CONS,37,0.003
HUME,16,0.01
ADDI,14,0.01
ACTI,869,0.02
ADDI,1,0.00174
GELI,18,0.005
EXTR,796,0.9445
ACTI,441,0.0075
ACTI,412,0.03
GELI,50,0.005
CONS,37,0.003
CONS,64,0.005
GELI,18,0.005
EXTR,796,0.9445
ACTI,441,0.0075
ACTI,412,0.03
GELI,50,0.005
CONS,37,0.003
CONS,64,0.005
EAU,4,0.25323
EMUL,78,0.06
EAU,8,0.59708
GELI,41,0.003
CONS,37,0.00269
HUME,2,0.02
CGRA,4,0.01
HUIL,74,0.04
CONS,3,0.001
HUIV,503,0.01
PARF,560,0.003
HUIL,18,0.535
CGRA,4,0.07
CGRA,581,0.03
CGRA,52,0.21
PARF,560,0.005
CGRA,512,0.03
CGRA,48,0.07
HUIL,31,0.05
EAU,4,0.46599999999999986
EXTR,353,0.05
ADDI,11,0.002
HUME,2,0.046
ACTI,59,0.3
HUIL,40,0.03
HUIL,17,0.03
EMUL,85,0.03
SILI,3,0.005
SILI,7,0.02
CONS,37,0.001
HUME,16,0.02
EAU,4,0.58537
ACTI,270,0.003
ADDI,3,0.001
HUME,2,0.02
GELI,13,0.01
GELI,43,0.005
ADDI,98,0.00093
CGRA,531,0.05
CONS,37,0.003
CONS,23,0.001
CONS,69,0.02
HUME,17,0.02
ACTI,735,0.1
ACTI,736,0.02
ACTI,188,0.1
EXTR,328,0.01
ADDI,1,0.0007
EAU,4,0.6911
ADDI,3,0.001
HUME,2,0.03
GELI,43,0.003
EMUL,53,0.035
CGRA,4,0.02
HUIL,54,0.03
CGRA,581,0.06
HUIL,63,0.01
ACTI,7,0.01
ADDI,77,0.0028
HUME,17,0.03
ACTI,736,0.02
ACTI,735,0.05
EXTR,311,0.002
EXTR,290,0.002
ERIC,119,0.002
ADDI,1,0.0011
EAU,4,0.649
ADDI,3,0.001
HUME,2,0.02
EMUL,3,0.015
EMUL,12,0.03
CGRA,540,0.015
CGRA,581,0.03
HUIL,36,0.05
HUIL,39,0.04
HUIL,44,0.06
SILI,7,0.05
HUIL,177,0.01
HUIL,178,0.01
GELI,29,0.02
EAU,4,0.5855
HUME,2,0.03
GELI,17,0.003
GELI,22,0.002
ADDI,17,0.005
EMUL,15,0.1
HUIL,17,0.02
HUIL,80,0.03
HUIL,13,0.02
HUIV,509,0.02
SILI,7,0.015
CGRA,15,0.01
CGRA,536,0.0095
CGRA,1,0.008
CGRA,48,0.05
CGRA,17,0.01
CONS,71,0.01
CONS,23,0.001
CONS,37,0.003
CONS,56,0.003
ACTI,852,0.03
ACTI,468,0.01
ACTI,439,0.01
ADDI,1,0.005
EXTR,207,0.01
EAU,4,0.6275
HUME,2,0.03
GELI,17,0.003
GELI,22,0.002
ADDI,17,0.005
EMUL,29,0.09
HUIL,17,0.02
HUIL,80,0.03
HUIL,13,0.02
HUIV,509,0.02
SILI,7,0.015
CGRA,15,0.005
CGRA,536,0.0095
CGRA,1,0.005
CGRA,48,0.03
CGRA,17,0.01
CONS,71,0.01
CONS,23,0.001
CONS,37,0.003
CONS,56,0.003
ACTI,852,0.03
ACTI,468,0.01
ACTI,439,0.01
EXTR,207,0.01
EAU,4,0.6835
GELI,17,0.002
HUME,8,0.003
ADDI,17,0.005
CGRA,15,0.05
EMUL,3,0.05
HUIL,19,0.03
HUME,2,0.03
HUIL,127,0.036
ACTI,798,0.01
HUIL,181,0.01
HUIL,15,0.003
HUIL,126,0.003
CONS,71,0.01
CONS,23,0.001
CONS,37,0.003
CONS,56,0.003
ADDI,1,0.005
ACTI,468,0.0025
ACTI,745,0.02
ACTI,852,0.03
ACTI,862,0.01
EAU,4,0.6275
GELI,17,0.002
HUME,2,0.03
ADDI,17,0.005
CGRA,15,0.06
EMUL,3,0.05
HUIL,18,0.1
ACTI,798,0.01
HUIL,181,0.01
HUIL,15,0.003
HUIL,126,0.003
SILI,35,0.01
CGRA,14,0.005
CONS,71,0.01
CONS,23,0.001
CONS,37,0.003
CONS,56,0.003
ADDI,1,0.005
ACTI,468,0.0025
ACTI,745,0.02
ACTI,852,0.03
ACTI,862,0.01
EAU,4,0.6275
GELI,17,0.002
HUME,2,0.03
HUME,8,0.003
ADDI,17,0.005
CGRA,15,0.06
EMUL,3,0.05
HUIL,19,0.03
HUIL,127,0.07
ACTI,798,0.01
HUIL,181,0.01
HUIL,15,0.003
HUIL,126,0.003
ACTI,745,0.02
SILI,35,0.01
CGRA,14,0.005
CONS,71,0.01
CONS,23,0.001
CONS,37,0.003
CONS,56,0.003
ACTI,468,0.0025
ACTI,852,0.03
ACTI,862,0.01
EAU,4,0.6234999999999999
GELI,17,0.002
HUME,2,0.03
HUME,8,0.003
ADDI,17,0.005
CGRA,15,0.06
EMUL,3,0.05
HUIL,19,0.03
HUIL,127,0.07
ACTI,798,0.01
HUIL,181,0.01
HUIL,15,0.003
HUIL,126,0.003
ACTI,745,0.02
SILI,35,0.01
CGRA,14,0.005
CONS,71,0.01
CONS,54,0.004
CONS,23,0.001
CONS,37,0.003
CONS,56,0.003
ACTI,468,0.0025
ACTI,852,0.03
ACTI,862,0.01
EAU,4,0.6185
GELI,17,0.001
HUME,2,0.03
HUME,8,0.003
ADDI,17,0.005
CGRA,15,0.06
EMUL,3,0.05
HUIL,19,0.03
HUIL,127,0.07
ACTI,798,0.01
HUIL,181,0.01
HUIL,15,0.003
HUIL,126,0.003
SILI,35,0.01
CGRA,14,0.005
CONS,71,0.01
CONS,23,0.001
CONS,37,0.003
CONS,56,0.003
ACTI,468,0.0025
ACTI,745,0.02
ACTI,852,0.03
ACTI,862,0.01
EAU,4,0.7070000000000001
ADDI,3,0.0006
GELI,17,0.0019
GELI,22,0.005
ADDI,17,0.005
CGRA,21,0.003
HUIL,80,0.04
CGRA,1,0.008
EMUL,3,0.06
HUIL,127,0.03
CGRA,15,0.015
HUIL,17,0.01
HUIL,12,0.015
HUIL,5,0.015
CGRA,48,0.01
SILI,3,0.01
CONS,71,0.01
CONS,23,0.001
CONS,37,0.003
CONS,56,0.003
ACTI,468,0.0025
ACTI,852,0.03
EXTR,305,0.01
ERIC,41,0.001
EAU,4,0.624
GELI,34,0.01
ADDI,3,0.002
HUME,2,0.05
ADDI,17,0.005
HUIL,13,0.03
CGRA,15,0.02
HUIL,127,0.01
EMUL,3,0.02
GELI,11,0.007
CGRA,1,0.005
CGRA,48,0.02
HUIL,181,0.01
CONS,71,0.01
CONS,56,0.003
ADDI,27,0.11
ACTI,404,0.008
ACTI,852,0.03
EXTR,304,0.005
ACTI,853,0.02
EAU,4,0.509
GELI,34,0.01
ADDI,3,0.002
HUME,2,0.05
ADDI,17,0.005
HUIL,13,0.03
CGRA,15,0.02
HUIL,127,0.01
EMUL,3,0.02
GELI,11,0.007
CGRA,1,0.005
CGRA,48,0.02
HUIL,181,0.01
CONS,71,0.01
CONS,23,0.001
CONS,37,0.003
CONS,56,0.003
ADDI,27,0.22
ACTI,404,0.008
ACTI,852,0.03
EXTR,304,0.005
ACTI,853,0.02
ERIC,59,0.002
EAU,4,0.5089600000000001
GELI,34,0.01
ADDI,3,0.002
HUME,2,0.05
ADDI,17,0.005
HUIL,13,0.03
CGRA,15,0.02
HUIL,127,0.01
EMUL,3,0.02
GELI,11,0.007
CGRA,1,0.005
CGRA,48,0.02
HUIL,181,0.01
ADDI,27,0.22
CGRA,524,0.019
CONS,71,0.01
CONS,23,0.001
CONS,37,0.003
CONS,56,0.003
ACTI,404,0.008
ACTI,852,0.03
EXTR,304,0.005
ERIC,59,0.002
EAU,4,0.5305
ADDI,3,0.002
HUME,2,0.05
GELI,11,0.007
GELI,34,0.01
ADDI,17,0.005
ADDI,27,0.22
HUIL,13,0.03
CGRA,15,0.015
HUIL,18,0.01
EMUL,3,0.01
CGRA,1,0.005
CGRA,48,0.02
HUIL,148,0.01
CONS,3,0.001
CONS,37,0.003
HUME,16,0.01
CONS,56,0.003
CONS,23,0.001
ACTI,446,0.03
EXTR,236,0.005
ACTI,558,0.02
ERIC,59,0.002
ACTI,566,0.0005
EAU,4,0.5834999999999999
ADDI,3,0.002
HUME,2,0.05
GELI,11,0.007
GELI,34,0.007
ADDI,17,0.005
ADDI,27,0.17
HUIL,13,0.03
CGRA,15,0.015
HUIL,18,0.01
EMUL,3,0.01
CGRA,1,0.005
CGRA,48,0.02
HUIL,148,0.01
CONS,3,0.001
CONS,37,0.003
HUME,16,0.01
CONS,56,0.003
CONS,23,0.001
ACTI,446,0.03
EXTR,236,0.005
ACTI,558,0.02
ERIC,59,0.002
ACTI,566,0.0005
EAU,4,0.716
ACTI,468,0.08
ACTI,59,0.04
ACTI,133,0.02
HUME,5,0.02
HUME,2,0.02
GELI,11,0.02
ADDI,17,0.002
ACTI,854,0.025
ACTI,852,0.03
ACTI,80,0.01
CONS,71,0.01
CONS,23,0.001
CONS,37,0.003
CONS,56,0.003
EAU,4,0.726
ACTI,468,0.08
ACTI,59,0.04
ACTI,133,0.02
HUME,5,0.02
HUME,2,0.02
GELI,11,0.01
ADDI,17,0.002
ACTI,854,0.025
ACTI,852,0.03
ACTI,80,0.01
CONS,71,0.01
CONS,23,0.001
CONS,37,0.003
CONS,56,0.003
EAU,4,0.7314
GELI,17,0.002
ADDI,17,0.002
EMUL,3,0.0922
CGRA,15,0.023
HUIL,17,0.0087
CGRA,1,0.006
HUIL,127,0.0087
ACTI,798,0.023
CONS,23,0.001
CONS,37,0.003
CONS,56,0.003
ACTI,853,0.02
ACTI,855,0.006
ACTI,852,0.03
ACTI,439,0.03
EAU,4,0.6943
GELI,17,0.002
ADDI,17,0.002
EMUL,3,0.092
CGRA,15,0.018
HUIL,17,0.0087
CGRA,1,0.003
HUIL,127,0.002
ACTI,798,0.015
EAU,3,0.05
ACTI,853,0.03
ACTI,855,0.006
ACTI,852,0.03
ACTI,439,0.03
CONS,71,0.01
CONS,23,0.001
CONS,37,0.003
CONS,56,0.003
EAU,4,0.7433
GELI,17,0.002
ADDI,17,0.002
EMUL,3,0.092
CGRA,15,0.018
HUIL,17,0.0087
CGRA,1,0.003
HUIL,18,0.002
ACTI,798,0.015
ACTI,558,0.03
ACTI,564,0.006
ACTI,446,0.03
ACTI,439,0.03
ERIC,112,0.001
CONS,37,0.003
HUME,16,0.01
CONS,23,0.001
CONS,56,0.003
EAU,4,0.7433
GELI,17,0.002
ADDI,17,0.002
EMUL,3,0.092
CGRA,15,0.018
HUIL,17,0.0087
CGRA,1,0.003
HUIL,18,0.002
ACTI,798,0.015
CONS,37,0.003
CONS,23,0.001
HUME,16,0.01
CONS,56,0.003
ACTI,558,0.03
ACTI,564,0.006
ACTI,446,0.03
ACTI,439,0.03
ERIC,112,0.001
EAU,4,0.7463
GELI,17,0.002
ADDI,17,0.002
EMUL,3,0.092
CGRA,15,0.018
HUIL,17,0.0087
HUIL,18,0.002
ACTI,798,0.015
CONS,37,0.003
CONS,23,0.001
HUME,16,0.01
CONS,56,0.003
ACTI,558,0.03
ACTI,564,0.006
ACTI,446,0.03
ACTI,439,0.03
ERIC,112,0.001
EAU,4,0.7493000000000001
GELI,17,0.002
ADDI,17,0.002
EMUL,3,0.092
CGRA,15,0.015
HUIL,17,0.0087
HUIL,18,0.002
ACTI,798,0.015
CONS,37,0.003
CONS,23,0.001
HUME,16,0.01
CONS,56,0.003
ACTI,558,0.03
ACTI,564,0.006
ACTI,446,0.03
ACTI,439,0.03
ERIC,112,0.001
EAU,4,0.7543
GELI,17,0.002
ADDI,17,0.002
EMUL,3,0.092
CGRA,15,0.01
HUIL,17,0.0087
HUIL,18,0.002
ACTI,798,0.015
CONS,37,0.003
CONS,23,0.001
HUME,16,0.01
CONS,56,0.003
ACTI,558,0.03
ACTI,564,0.006
ACTI,446,0.03
ACTI,439,0.03
ERIC,112,0.001
EAU,4,0.7573
GELI,17,0.002
ADDI,17,0.002
EMUL,3,0.092
CGRA,15,0.007
HUIL,17,0.0087
HUIL,18,0.002
ACTI,798,0.015
CONS,37,0.003
CONS,23,0.001
HUME,16,0.01
CONS,56,0.003
ACTI,558,0.03
ACTI,564,0.006
ACTI,446,0.03
ACTI,439,0.03
ERIC,112,0.001
EAU,4,0.76348
GELI,17,0.0018
ADDI,17,0.00302
EMUL,3,0.087
CGRA,15,0.005
HUIL,17,0.0087
HUIL,18,0.002
ACTI,798,0.015
CONS,37,0.003
CONS,23,0.001
HUME,16,0.01
CONS,56,0.003
ACTI,558,0.03
ACTI,564,0.006
ACTI,446,0.03
ACTI,439,0.03
ERIC,112,0.001
EAU,10,0.8824
ADDI,3,0.001
HUME,5,0.05
ACTI,852,0.005
ACTI,439,0.03
CONS,71,0.01
CONS,23,0.001
CONS,37,0.003
MOUS,37,0.0066
EXTR,303,0.01
ERIC,77,0.001
EAU,10,0.8824
ADDI,3,0.001
ACTI,446,0.005
ACTI,439,0.03
HUME,5,0.05
CONS,37,0.003
CONS,23,0.001
HUME,16,0.01
MOUS,37,0.0066
ERIC,77,0.001
EXTR,234,0.01
EAU,10,0.8826
ADDI,3,0.001
ACTI,446,0.005
ACTI,439,0.03
HUME,5,0.05
CONS,37,0.003
CONS,23,0.001
HUME,16,0.01
MOUS,37,0.0066
ERIC,77,0.0008
EXTR,234,0.01
EAU,4,0.6983
ADDI,3,0.001
GELI,17,0.004
HUME,5,0.05
ADDI,17,0.0035
CGRA,528,0.015
EMUL,80,0.032
CGRA,1,0.006
HUIL,18,0.06
ACTI,44,0.0001
CONS,71,0.01
CONS,23,0.001
CONS,37,0.003
CONS,56,0.003
ACTI,852,0.004
ACTI,439,0.008
ACTI,861,0.005
EAU,4,0.6983
ADDI,3,0.001
GELI,17,0.004
HUME,5,0.05
ADDI,17,0.0035
CGRA,528,0.015
EMUL,80,0.032
EMUL,11,0.006
HUIL,18,0.06
ACTI,44,0.0001
CONS,71,0.01
CONS,23,0.001
CONS,37,0.003
CONS,56,0.003
ACTI,852,0.004
ACTI,439,0.008
ACTI,861,0.005
EAU,4,0.7814
ADDI,3,0.001
GELI,17,0.004
HUME,5,0.05
ADDI,17,0.0035
CGRA,528,0.015
EMUL,80,0.032
EMUL,11,0.009
HUIL,18,0.06
CGRA,1,0.009
ACTI,44,0.0001
CONS,71,0.01
CONS,23,0.001
CONS,37,0.003
CONS,56,0.003
ACTI,852,0.004
ACTI,439,0.008
ACTI,861,0.005
ERIC,77,0.001
EAU,4,0.5665
GELI,22,0.007
HUME,2,0.03
CGRA,581,0.07
HUIL,19,0.01
CGRA,6,0.015
CGRA,14,0.005
EMUL,85,0.035
CGRA,4,0.015
HUIL,17,0.06
HUIL,95,0.045
HUIL,133,0.025
EXTR,198,0.01
ACTI,495,0.005
ACTI,468,0.0025
ACTI,642,0.003
ACTI,856,0.003
ACTI,340,0.05
CONS,56,0.003
HUME,16,0.03
CONS,60,0.01
EAU,4,0.5315
GELI,22,0.007
HUME,2,0.03
CGRA,581,0.035
HUIL,19,0.02
CGRA,6,0.015
CGRA,14,0.0075
EMUL,85,0.035
CGRA,4,0.02
HUIL,17,0.06
HUIL,95,0.03
HUIL,133,0.025
EXTR,198,0.01
ACTI,495,0.005
ACTI,468,0.02
ACTI,642,0.003
ACTI,856,0.003
ACTI,340,0.05
CONS,56,0.003
HUME,16,0.03
CONS,60,0.01
EAU,4,0.606
GELI,22,0.005
HUME,2,0.03
CGRA,581,0.035
HUIL,19,0.02
CGRA,6,0.0175
CGRA,14,0.0075
EMUL,85,0.045
CGRA,4,0.025
HUIL,17,0.035
HUIL,95,0.015
HUIL,133,0.025
EXTR,198,0.01
ACTI,495,0.005
ACTI,468,0.02
ACTI,642,0.003
ACTI,856,0.003
ACTI,340,0.05
CONS,56,0.003
HUME,16,0.03
CONS,60,0.01
EAU,4,0.534
GELI,22,0.005
HUME,2,0.03
CGRA,581,0.035
HUIL,19,0.02
CGRA,6,0.0175
CGRA,14,0.0075
EMUL,85,0.045
CGRA,4,0.025
HUIL,17,0.035
HUIL,95,0.015
HUIL,133,0.025
EXTR,198,0.01
ACTI,495,0.005
ACTI,468,0.04
ACTI,642,0.003
ACTI,856,0.003
ACTI,340,0.05
CONS,56,0.003
HUME,16,0.03
CONS,60,0.01
ERIC,107,0.002
EAU,4,0.5660000000000001
GELI,22,0.005
HUME,2,0.03
CGRA,581,0.035
HUIL,19,0.02
CGRA,6,0.0175
CGRA,14,0.0075
EMUL,85,0.045
CGRA,4,0.025
HUIL,17,0.035
HUIL,95,0.015
HUIL,133,0.025
EXTR,198,0.01
ACTI,495,0.005
ACTI,468,0.06
ACTI,642,0.003
ACTI,856,0.003
ACTI,340,0.05
CONS,56,0.003
HUME,16,0.03
CONS,60,0.01
EAU,4,0.3915
HUME,2,0.03
GELI,22,0.005
CGRA,581,0.035
HUIL,19,0.02
CGRA,6,0.0175
CGRA,14,0.02
EMUL,85,0.045
CGRA,4,0.025
HUIL,17,0.035
HUIL,95,0.015
HUIL,145,0.025
CONS,56,0.003
HUME,16,0.03
CONS,60,0.01
ACTI,642,0.003
EAU,3,0.03
ACTI,560,0.003
EAU,3,0.15
ACTI,583,0.005
EXTR,241,0.01
ACTI,340,0.05
ACTI,468,0.04
ERIC,107,0.002
EAU,4,0.3765
HUME,2,0.03
GELI,22,0.005
CGRA,581,0.035
HUIL,19,0.02
CGRA,6,0.0175
CGRA,14,0.035
EMUL,85,0.045
CGRA,4,0.025
HUIL,17,0.035
HUIL,95,0.015
HUIL,145,0.025
CONS,56,0.003
HUME,16,0.03
CONS,60,0.01
ACTI,642,0.003
EAU,3,0.03
ACTI,560,0.003
EAU,3,0.15
ACTI,583,0.005
EXTR,241,0.01
ACTI,340,0.05
ACTI,468,0.04
ERIC,107,0.002
EAU,4,0.382
HUME,2,0.03
GELI,22,0.005
CGRA,581,0.035
HUIL,19,0.02
CGRA,6,0.0175
CGRA,14,0.035
EMUL,85,0.045
